Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 03/26  12:00:00,16.0625,7.06063104,3050192.60928,21.7067694746
 03/26  13:00:00,16.7,3.7161216,1605364.5312,21.8248267961
 03/26  14:00:00,17.3875,7.06063104,3050192.60928,21.9661583479
 03/26  15:00:00,16.7375,7.06063104,3050192.60928,21.961212642
 03/26  16:00:00,15.7875,7.06063104,3050192.60928,21.9535441498
 03/26  17:00:00,14.5375,7.06063104,3050192.60928,21.8977931726
 03/26  18:00:00,12.8375,5.20257024,2247510.34368,21.7680660918
 03/26  19:00:00,11.5125,2.97289728,1284291.62496,21.5985029272
 03/26  20:00:00,10.7875,2.97289728,1284291.62496,17.2520465809
 03/26  21:00:00,10.225,0.74322432,321072.90624,16.8902759691
 03/26  22:00:00,10,0.74322432,321072.90624,16.4418236556
 03/26  23:00:00,10,0.37161216,160536.45312,16.5945727367
 03/26  24:00:00,10,0.37161216,160536.45312,16.4426952704
 03/27  01:00:00,10,0,0,17.0482606832
 03/27  02:00:00,10.375,0,0,17.2354597936
 03/27  03:00:00,10.6,0,0,17.2352654867
 03/27  04:00:00,10.225,0,0,17.175400447
 03/27  05:00:00,10,0,0,17.1076933691
 03/27  06:00:00,10,0,0,20.2522065353
 03/27  07:00:00,10,0.74322432,321072.90624,20.6627982566
 03/27  08:00:00,10.375,1.48644864,642145.812480001,20.7950970785
 03/27  09:00:00,11.2875,7.06063104,3050192.60928,21.0151845821
 03/27  10:00:00,12.7,7.06063104,3050192.60928,21.3961428234
 03/27  11:00:00,13.675,7.06063104,3050192.60928,21.5750481115
 03/27  12:00:00,15.65,7.06063104,3050192.60928,21.6831959078
 03/27  13:00:00,17.3875,3.7161216,1605364.5312,21.8176445574
 03/27  14:00:00,18.8,7.06063104,3050192.60928,21.9819864198
 03/27  15:00:00,18.4,7.06063104,3050192.60928,21.9939261921
 03/27  16:00:00,18.8,7.06063104,3050192.60928,22.0175759256
 03/27  17:00:00,17.3375,7.06063104,3050192.60928,21.9898974119
 03/27  18:00:00,14.725,5.20257024,2247510.34368,21.8769304886
 03/27  19:00:00,12.8375,2.97289728,1284291.62496,21.7142567666
 03/27  20:00:00,11.8875,2.97289728,1284291.62496,17.3718641288
 03/27  21:00:00,11.325,0.74322432,321072.90624,17.3122399804
 03/27  22:00:00,11.1,0.74322432,321072.90624,16.9416850998
 03/27  23:00:00,11.1,0.37161216,160536.45312,17.0731920305
 03/27  24:00:00,10.4125,0.37161216,160536.45312,16.8162001648
 03/28  01:00:00,10,0,0,17.3152573141
 03/28  02:00:00,9.625,0,0,17.4140615472
 03/28  03:00:00,9.775,0,0,17.3300257325
 03/28  04:00:00,10,0,0,17.2618118677
 03/28  05:00:00,10.375,0,0,17.2013266152
 03/28  06:00:00,10.6,0,0,20.2699901905
 03/28  07:00:00,10.6,0.74322432,321072.90624,20.7375579027
 03/28  08:00:00,11.2875,1.48644864,642145.812480001,21.0617219768
 03/28  09:00:00,12.7,7.06063104,3050192.60928,21.3073347699
 03/28  10:00:00,13.675,7.06063104,3050192.60928,21.4089285965
 03/28  11:00:00,14.5875,7.06063104,3050192.60928,21.590702663
 03/28  12:00:00,15.375,7.06063104,3050192.60928,21.7017542733
 03/28  13:00:00,16.975,3.7161216,1605364.5312,21.8168567996
 03/28  14:00:00,17.8,7.06063104,3050192.60928,21.9594785775
 03/28  15:00:00,17.8,7.06063104,3050192.60928,21.9757081008
 03/28  16:00:00,17.8,7.06063104,3050192.60928,21.9882386897
 03/28  17:00:00,17.8,7.06063104,3050192.60928,21.9619776886
 03/28  18:00:00,16.425,5.20257024,2247510.34368,21.871843232
 03/28  19:00:00,14.1625,2.97289728,1284291.62496,21.7211206387
 03/28  20:00:00,12.6125,2.97289728,1284291.62496,17.4749715022
 03/28  21:00:00,11.8875,0.74322432,321072.90624,17.5008808534
 03/28  22:00:00,11.7,0.74322432,321072.90624,17.1944071395
 03/28  23:00:00,11.7,0.37161216,160536.45312,17.3170616304
 03/28  24:00:00,11.325,0.37161216,160536.45312,17.1005057333
 03/29  01:00:00,10.7875,0,0,17.5424489509
 03/29  02:00:00,10.225,0,0,17.5937689187
 03/29  03:00:00,10,0,0,17.4818546631
 03/29  04:00:00,8.9375,0,0,17.3040241646
 03/29  05:00:00,9.7375,0,0,17.2136025763
 03/29  06:00:00,10.225,0,0,20.2984209893
 03/29  07:00:00,9.625,0.74322432,321072.90624,20.7318715729
 03/29  08:00:00,11.15,1.48644864,642145.812480001,20.9790100878
 03/29  09:00:00,12.8875,7.06063104,3050192.60928,21.2136055714
 03/29  10:00:00,13.9875,7.06063104,3050192.60928,21.4420730168
 03/29  11:00:00,14.775,7.06063104,3050192.60928,21.5724065083
 03/29  12:00:00,15.375,7.06063104,3050192.60928,21.6224542496
 03/29  13:00:00,16.975,3.7161216,1605364.5312,21.7596552413
 03/29  14:00:00,17.425,7.06063104,3050192.60928,21.8821438315
 03/29  15:00:00,17.2,7.06063104,3050192.60928,21.8932993433
 03/29  16:00:00,16.5125,7.06063104,3050192.60928,21.887699085
 03/29  17:00:00,15.0375,7.06063104,3050192.60928,21.8441264442
 03/29  18:00:00,14.4,5.20257024,2247510.34368,21.7502704894
 03/29  19:00:00,13.4,2.97289728,1284291.62496,21.6262343937
 03/29  20:00:00,12.425,2.97289728,1284291.62496,17.3663102795
 03/29  21:00:00,12.2,0.74322432,321072.90624,17.4877703507
 03/29  22:00:00,12.2,0.74322432,321072.90624,17.299294607
 03/29  23:00:00,11.8875,0.37161216,160536.45312,17.3960910089
 03/29  24:00:00,12.0125,0.37161216,160536.45312,17.2893881008
 03/30  01:00:00,11.8875,0,0,17.8170305072
 03/30  02:00:00,11.7,0,0,17.94050658
 03/30  03:00:00,11.325,0,0,17.8828910173
 03/30  04:00:00,11.1,0,0,17.7961826118
 03/30  05:00:00,11.1,0,0,17.7296903905
 03/30  06:00:00,10.7875,0,0,20.4628675156
 03/30  07:00:00,11.2875,0.74322432,321072.90624,20.9213910808
 03/30  08:00:00,12.7,1.48644864,642145.812480001,21.241482346
 03/30  09:00:00,13.9875,7.06063104,3050192.60928,21.506923646
 03/30  10:00:00,14.775,7.06063104,3050192.60928,21.6644151534
 03/30  11:00:00,15.375,7.06063104,3050192.60928,21.7890460047
 03/30  12:00:00,15.9125,7.06063104,3050192.60928,21.8366185438
 03/30  13:00:00,16.1,3.7161216,1605364.5312,21.9220118674
 03/30  14:00:00,16.1,7.06063104,3050192.60928,22.0149472633
 03/30  15:00:00,15.7875,7.06063104,3050192.60928,21.9659494795
 03/30  16:00:00,14.85,7.06063104,3050192.60928,21.9456096761
 03/30  17:00:00,14.0875,7.06063104,3050192.60928,21.8969947342
 03/30  18:00:00,13.2125,5.20257024,2247510.34368,21.7964904131
 03/30  19:00:00,12.1125,2.97289728,1284291.62496,21.6437261076
 03/30  20:00:00,11.7,2.97289728,1284291.62496,17.3274646469
 03/30  21:00:00,11.325,0.74322432,321072.90624,17.2836264833
 03/30  22:00:00,10.7875,0.74322432,321072.90624,16.8680102481
 03/30  23:00:00,10.6,0.37161216,160536.45312,16.9813059502
 03/30  24:00:00,10.6,0.37161216,160536.45312,16.8579984272
 03/31  01:00:00,10.225,0,0,17.41591226
 03/31  02:00:00,10,0,0,17.5288319641
 03/31  03:00:00,9.3125,0,0,17.4209550971
 03/31  04:00:00,8.2125,0,0,17.2336811518
 03/31  05:00:00,8.1125,0,0,17.0918738831
 03/31  06:00:00,7.9875,0,0,16.9762913635
 03/31  07:00:00,8.8,0.74322432,321072.90624,20.3225943931
 03/31  08:00:00,11.525,0.74322432,321072.90624,20.9716570578
 03/31  09:00:00,13.4875,3.7161216,1605364.5312,21.2679781715
 03/31  10:00:00,14.5875,3.7161216,1605364.5312,21.4625755942
 03/31  11:00:00,16.0625,3.7161216,1605364.5312,21.6398662704
 03/31  12:00:00,17.3875,3.7161216,1605364.5312,21.7520543758
 03/31  13:00:00,18.4875,3.7161216,1605364.5312,21.9236120747
 03/31  14:00:00,18.9,3.7161216,1605364.5312,22.0554787443
 03/31  15:00:00,18.2125,0.74322432,321072.90624,22.0158311346
 03/31  16:00:00,17.1125,0.74322432,321072.90624,22.0017189523
 03/31  17:00:00,16.0125,0.74322432,321072.90624,21.939176614
 03/31  18:00:00,14.85,0,0,21.1919308957
 03/31  19:00:00,13.4,0,0,20.5059021918
 03/31  20:00:00,12.425,0,0,20.0290892933
 03/31  21:00:00,11.8875,0,0,19.6260612319
 03/31  22:00:00,12.075,0,0,19.3033897404
 03/31  23:00:00,12.6125,0,0,19.0679593569
 03/31  24:00:00,13.175,0,0,18.8852669505
 04/01  01:00:00,13.7125,0,0,18.750517089
 04/01  02:00:00,14.275,0,0,18.6561329867
 04/01  03:00:00,14.8125,0,0,18.5961016606
 04/01  04:00:00,15.375,0,0,18.5609990599
 04/01  05:00:00,15.9125,0,0,18.5448038885
 04/01  06:00:00,17.1625,0,0,18.5934969879
 04/01  07:00:00,18.1125,0,0,18.9723386587
 04/01  08:00:00,18.675,0,0,19.484800296
 04/01  09:00:00,18.9,0,0,19.904876615
 04/01  10:00:00,20.65,0,0,20.3652591228
 04/01  11:00:00,23.075,0,0,20.9360903814
 04/01  12:00:00,24.2125,0,0,21.2829210608
 04/01  13:00:00,22.7125,0,0,21.5342512538
 04/01  14:00:00,23.3875,0,0,21.9039223966
 04/01  15:00:00,25.8375,0,0,22.4466422129
 04/01  16:00:00,27.0125,0,0,22.9062752108
 04/01  17:00:00,26.5125,0,0,23.0870916189
 04/01  18:00:00,23.35,0,0,22.9041341928
 04/01  19:00:00,21.0125,0,0,22.4503692707
 04/01  20:00:00,19.5375,0,0,22.0179613641
 04/01  21:00:00,18.2125,0,0,21.5054932006
 04/01  22:00:00,16.7375,0,0,20.9746125463
 04/01  23:00:00,15.7875,0,0,20.5055907425
 04/01  24:00:00,15.225,0,0,20.1217219978
 04/02  01:00:00,13.9375,0,0,19.7322764601
 04/02  02:00:00,13.6125,0,0,19.4069042101
 04/02  03:00:00,14.175,0,0,19.2155204803
 04/02  04:00:00,14.775,0,0,19.0792402454
 04/02  05:00:00,13.25,0,0,18.823022411
 04/02  06:00:00,12.8875,0,0,20.802635641
 04/02  07:00:00,14.3625,0.74322432,321072.90624,21.1901815423
 04/02  08:00:00,15.6875,1.48644864,642145.812480001,21.4119832631
 04/02  09:00:00,16.1,7.06063104,3050192.60928,21.6025792482
 04/02  10:00:00,16.475,7.06063104,3050192.60928,21.7455642639
 04/02  11:00:00,17.7,7.06063104,3050192.60928,21.8867320301
 04/02  12:00:00,20.05,7.06063104,3050192.60928,21.9813445721
 04/02  13:00:00,23.1625,3.7161216,1605364.5312,22.7876687176
 04/02  14:00:00,23.025,7.06063104,3050192.60928,23.1264451505
 04/02  15:00:00,26.0125,7.06063104,3050192.60928,24.7030352796
 04/02  16:00:00,28.3,7.06063104,3050192.60928,26.3926649187
 04/02  17:00:00,27.9875,7.06063104,3050192.60928,26.479184304
 04/02  18:00:00,24.9875,5.20257024,2247510.34368,24.9956937639
 04/02  19:00:00,20.8625,2.97289728,1284291.62496,22.9987278512
 04/02  20:00:00,19.4,2.97289728,1284291.62496,21.6292814543
 04/02  21:00:00,20.15,0.74322432,321072.90624,21.7945822788
 04/02  22:00:00,20.225,0.74322432,321072.90624,21.6343169735
 04/02  23:00:00,18.625,0.37161216,160536.45312,21.119205153
 04/02  24:00:00,17.1125,0.37161216,160536.45312,20.4694349403
 04/03  01:00:00,15.2625,0,0,20.3866051827
 04/03  02:00:00,13.7125,0,0,20.0881835247
 04/03  03:00:00,12.6125,0,0,19.7437241552
 04/03  04:00:00,12.2,0,0,19.4531506582
 04/03  05:00:00,12.2,0,0,19.2306964156
 04/03  06:00:00,11.8875,0,0,20.9991167431
 04/03  07:00:00,12.0125,0.74322432,321072.90624,21.2632031432
 04/03  08:00:00,13.2625,1.48644864,642145.812480001,21.4976707814
 04/03  09:00:00,14.5875,7.06063104,3050192.60928,21.7048711001
 04/03  10:00:00,16.0625,7.06063104,3050192.60928,21.8459169317
 04/03  11:00:00,17.3875,7.06063104,3050192.60928,21.9756750462
 04/03  12:00:00,17.8,7.06063104,3050192.60928,22.0738351045
 04/03  13:00:00,17.8,3.7161216,1605364.5312,22.1764115518
 04/03  14:00:00,18.4875,7.06063104,3050192.60928,22.3396248624
 04/03  15:00:00,18.9,7.06063104,3050192.60928,22.4409041314
 04/03  16:00:00,19.2125,7.06063104,3050192.60928,22.5014503717
 04/03  17:00:00,18.4,7.06063104,3050192.60928,22.5054544243
 04/03  18:00:00,17.1125,5.20257024,2247510.34368,22.4212392623
 04/03  19:00:00,15.2625,2.97289728,1284291.62496,22.2507887822
 04/03  20:00:00,14.4,2.97289728,1284291.62496,18.7873137948
 04/03  21:00:00,13.7125,0.74322432,321072.90624,18.9704650897
 04/03  22:00:00,12.9875,0.74322432,321072.90624,18.5361382343
 04/03  23:00:00,12.425,0.37161216,160536.45312,18.512149045
 04/03  24:00:00,12.2,0.37161216,160536.45312,18.2611829871
 04/04  01:00:00,12.2,0,0,18.768969999
 04/04  02:00:00,11.8875,0,0,18.8465399893
 04/04  03:00:00,11.7,0,0,18.7421842064
 04/04  04:00:00,11.325,0,0,18.6193525588
 04/04  05:00:00,11.475,0,0,18.5216684656
 04/04  06:00:00,11.7,0,0,20.7722321381
 04/04  07:00:00,12.0125,0.74322432,321072.90624,21.0478857325
 04/04  08:00:00,12.575,1.48644864,642145.812480001,21.1500451786
 04/04  09:00:00,13.1125,7.06063104,3050192.60928,21.2880459503
 04/04  10:00:00,13.675,7.06063104,3050192.60928,21.3918012095
 04/04  11:00:00,14.5875,7.06063104,3050192.60928,21.5345270236
 04/04  12:00:00,15.6875,7.06063104,3050192.60928,21.6735616663
 04/04  13:00:00,16.1,3.7161216,1605364.5312,21.7362859748
 04/04  14:00:00,15.7875,7.06063104,3050192.60928,21.8765620457
 04/04  15:00:00,15.6,7.06063104,3050192.60928,22.0099180655
 04/04  16:00:00,15.225,7.06063104,3050192.60928,22.1042143526
 04/04  17:00:00,14.3125,7.06063104,3050192.60928,22.115641471
 04/04  18:00:00,13.2125,5.20257024,2247510.34368,22.0418023101
 04/04  19:00:00,12.425,2.97289728,1284291.62496,21.8966450367
 04/04  20:00:00,11.8875,2.97289728,1284291.62496,17.5416343931
 04/04  21:00:00,11.7,0.74322432,321072.90624,17.7380564964
 04/04  22:00:00,11.325,0.74322432,321072.90624,17.4406502177
 04/04  23:00:00,11.1,0.37161216,160536.45312,17.5632670743
 04/04  24:00:00,11.1,0.37161216,160536.45312,17.4538209597
 04/05  01:00:00,11.1,0,0,18.0713011692
 04/05  02:00:00,11.1,0,0,18.2464775467
 04/05  03:00:00,10.7875,0,0,18.2040607598
 04/05  04:00:00,10.6,0,0,18.1372629145
 04/05  05:00:00,10.9125,0,0,18.1059243367
 04/05  06:00:00,11.1,0,0,20.637104007
 04/05  07:00:00,11.1,0.74322432,321072.90624,20.9581253894
 04/05  08:00:00,11.475,1.48644864,642145.812480001,21.0833724277
 04/05  09:00:00,12.0125,7.06063104,3050192.60928,21.2642532557
 04/05  10:00:00,12.575,7.06063104,3050192.60928,21.4152178182
 04/05  11:00:00,13.8,7.06063104,3050192.60928,21.5274661979
 04/05  12:00:00,14.775,7.06063104,3050192.60928,21.6376468431
 04/05  13:00:00,15.375,3.7161216,1605364.5312,21.6888182149
 04/05  14:00:00,15.6,7.06063104,3050192.60928,21.7909413463
 04/05  15:00:00,15.6,7.06063104,3050192.60928,21.8546635145
 04/05  16:00:00,14.85,7.06063104,3050192.60928,21.8772381208
 04/05  17:00:00,14.0875,7.06063104,3050192.60928,21.8595156123
 04/05  18:00:00,12.525,5.20257024,2247510.34368,21.7958124654
 04/05  19:00:00,11.325,2.97289728,1284291.62496,21.6681265453
 04/05  20:00:00,10.7875,2.97289728,1284291.62496,17.3517102724
 04/05  21:00:00,10.225,0.74322432,321072.90624,17.1311771367
 04/05  22:00:00,10,0.74322432,321072.90624,16.7224687332
 04/05  23:00:00,10,0.37161216,160536.45312,16.9281635803
 04/05  24:00:00,10,0.37161216,160536.45312,16.8187899895
 04/06  01:00:00,10.375,0,0,17.5054956382
 04/06  02:00:00,10.6,0,0,17.7377725703
 04/06  03:00:00,10.6,0,0,17.724455359
 04/06  04:00:00,10.225,0,0,17.6601713432
 04/06  05:00:00,10,0,0,17.585145821
 04/06  06:00:00,9.625,0,0,20.4383575576
 04/06  07:00:00,10.15,0.74322432,321072.90624,20.8161829204
 04/06  08:00:00,10.6,1.48644864,642145.812480001,20.978821784
 04/06  09:00:00,11.2875,7.06063104,3050192.60928,21.1978699718
 04/06  10:00:00,12.7,7.06063104,3050192.60928,21.3508035145
 04/06  11:00:00,13.9875,7.06063104,3050192.60928,21.5177728208
 04/06  12:00:00,14.775,7.06063104,3050192.60928,21.6158717148
 04/06  13:00:00,15.375,3.7161216,1605364.5312,21.7023399642
 04/06  14:00:00,15.225,7.06063104,3050192.60928,21.8512117304
 04/06  15:00:00,15,7.06063104,3050192.60928,21.9538425625
 04/06  16:00:00,14.625,7.06063104,3050192.60928,22.0234314108
 04/06  17:00:00,13.7125,7.06063104,3050192.60928,22.030282445
 04/06  18:00:00,12.6125,5.20257024,2247510.34368,21.9566583665
 04/06  19:00:00,11.5125,2.97289728,1284291.62496,21.8165745742
 04/06  20:00:00,11.1,2.97289728,1284291.62496,17.4531179535
 04/06  21:00:00,10.7875,0.74322432,321072.90624,17.3858702662
 04/06  22:00:00,10.225,0.74322432,321072.90624,16.9149571513
 04/06  23:00:00,10,0.37161216,160536.45312,17.0152347523
 04/06  24:00:00,10,0.37161216,160536.45312,16.8637932043
 04/07  01:00:00,9.625,0,0,17.4626291026
 04/07  02:00:00,9.0875,0,0,17.5610444818
 04/07  03:00:00,8.9,0,0,17.4616886916
 04/07  04:00:00,8.9,0,0,17.3638935334
 04/07  05:00:00,9.2125,0,0,17.2892166269
 04/07  06:00:00,9.4,0,0,17.2309035803
 04/07  07:00:00,9.775,0.74322432,321072.90624,20.3615334242
 04/07  08:00:00,10.6875,0.74322432,321072.90624,20.9512948038
 04/07  09:00:00,12.1625,3.7161216,1605364.5312,21.2259200402
 04/07  10:00:00,12.8,3.7161216,1605364.5312,21.3861144402
 04/07  11:00:00,13.4875,3.7161216,1605364.5312,21.5189976095
 04/07  12:00:00,14.5875,3.7161216,1605364.5312,21.6078689452
 04/07  13:00:00,16.0625,3.7161216,1605364.5312,21.7567316721
 04/07  14:00:00,17.3875,3.7161216,1605364.5312,21.9443919231
 04/07  15:00:00,17.1125,0.74322432,321072.90624,22.0419777257
 04/07  16:00:00,16.0125,0.74322432,321072.90624,22.0696367932
 04/07  17:00:00,14.1625,0.74322432,321072.90624,22.0279897129
 04/07  18:00:00,12.6125,0,0,21.2229066299
 04/07  19:00:00,11.5125,0,0,20.5027412487
 04/07  20:00:00,11.1,0,0,20.02606264
 04/07  21:00:00,10.4125,0,0,19.5956897899
 04/07  22:00:00,10.375,0,0,19.225648426
 04/07  23:00:00,10.225,0,0,18.9204068581
 04/07  24:00:00,10,0,0,18.6356413318
 04/08  01:00:00,10,0,0,18.4175375721
 04/08  02:00:00,10,0,0,18.237335358
 04/08  03:00:00,10,0,0,18.0828278647
 04/08  04:00:00,10,0,0,17.9507310896
 04/08  05:00:00,10,0,0,17.8415760435
 04/08  06:00:00,10,0,0,17.751601976
 04/08  07:00:00,10.375,0,0,17.7314429093
 04/08  08:00:00,10.6,0,0,17.7739065078
 04/08  09:00:00,10.9125,0,0,17.8537077582
 04/08  10:00:00,11.7875,0,0,18.0787029079
 04/08  11:00:00,12.8875,0,0,18.3052808447
 04/08  12:00:00,13.3,0,0,18.5544815297
 04/08  13:00:00,13.3,0,0,18.6944998382
 04/08  14:00:00,12.9875,0,0,18.8006347208
 04/08  15:00:00,12.425,0,0,18.8243603278
 04/08  16:00:00,12.2,0,0,18.8860035734
 04/08  17:00:00,12.2,0,0,18.8708722507
 04/08  18:00:00,11.8875,0,0,18.7963027112
 04/08  19:00:00,11.7,0,0,18.645573189
 04/08  20:00:00,11.7,0,0,18.526843044
 04/08  21:00:00,11.7,0,0,18.3958994806
 04/08  22:00:00,11.7,0,0,18.2572725405
 04/08  23:00:00,11.7,0,0,18.1294708505
 04/08  24:00:00,11.7,0,0,18.020121309
 04/09  01:00:00,11.325,0,0,17.9098668293
 04/09  02:00:00,11.1,0,0,17.8025823427
 04/09  03:00:00,11.1,0,0,17.7258558535
 04/09  04:00:00,10.7875,0,0,17.6371930573
 04/09  05:00:00,10.6,0,0,17.5511369345
 04/09  06:00:00,10.6,0,0,20.4111146211
 04/09  07:00:00,10.9125,0.74322432,321072.90624,20.7811320124
 04/09  08:00:00,11.1,1.48644864,642145.812480001,20.9281564379
 04/09  09:00:00,12.1625,7.06063104,3050192.60928,21.1350230013
 04/09  10:00:00,13.1125,7.06063104,3050192.60928,21.3563283366
 04/09  11:00:00,13.9875,7.06063104,3050192.60928,21.5130693479
 04/09  12:00:00,15.15,7.06063104,3050192.60928,21.550791872
 04/09  13:00:00,15.6,3.7161216,1605364.5312,21.6357584458
 04/09  14:00:00,15.6,7.06063104,3050192.60928,21.7951751036
 04/09  15:00:00,15.6,7.06063104,3050192.60928,21.9097988708
 04/09  16:00:00,15.6,7.06063104,3050192.60928,21.9797753138
 04/09  17:00:00,14.5375,7.06063104,3050192.60928,22.0095825492
 04/09  18:00:00,13.525,5.20257024,2247510.34368,21.947852644
 04/09  19:00:00,12.6125,2.97289728,1284291.62496,21.8016292279
 04/09  20:00:00,11.8875,2.97289728,1284291.62496,17.4541109902
 04/09  21:00:00,11.325,0.74322432,321072.90624,17.4422618953
 04/09  22:00:00,10.7875,0.74322432,321072.90624,16.9980170101
 04/09  23:00:00,10.6,0.37161216,160536.45312,17.0701967227
 04/09  24:00:00,10.6,0.37161216,160536.45312,16.9061068206
 04/10  01:00:00,10.225,0,0,17.4468820183
 04/10  02:00:00,10,0,0,17.5486941542
 04/10  03:00:00,10,0,0,17.4820522884
 04/10  04:00:00,9.625,0,0,17.3750775211
 04/10  05:00:00,9.4,0,0,17.2653897956
 04/10  06:00:00,9.775,0,0,20.3301165112
 04/10  07:00:00,10,0.74322432,321072.90624,20.837784169
 04/10  08:00:00,10.6875,1.48644864,642145.812480001,21.0713035889
 04/10  09:00:00,12.1625,7.06063104,3050192.60928,21.3412868876
 04/10  10:00:00,13.8,7.06063104,3050192.60928,21.4940932767
 04/10  11:00:00,14.775,7.06063104,3050192.60928,21.6157701909
 04/10  12:00:00,15,7.06063104,3050192.60928,21.686408787
 04/10  13:00:00,15.6875,3.7161216,1605364.5312,21.7775227494
 04/10  14:00:00,15.7875,7.06063104,3050192.60928,21.8986677498
 04/10  15:00:00,15.6,7.06063104,3050192.60928,21.9389864116
 04/10  16:00:00,14.85,7.06063104,3050192.60928,21.9292606621
 04/10  17:00:00,13.7125,7.06063104,3050192.60928,21.9247202014
 04/10  18:00:00,12.9875,5.20257024,2247510.34368,21.8687082874
 04/10  19:00:00,12.1125,2.97289728,1284291.62496,21.7330854623
 04/10  20:00:00,11.325,2.97289728,1284291.62496,17.3952287919
 04/10  21:00:00,11.1,0.74322432,321072.90624,17.3481763277
 04/10  22:00:00,11.1,0.74322432,321072.90624,17.0511612161
 04/10  23:00:00,10.7875,0.37161216,160536.45312,17.1507370849
 04/10  24:00:00,10.6,0.37161216,160536.45312,16.9578677011
 04/11  01:00:00,10.6,0,0,17.5352040317
 04/11  02:00:00,10.6,0,0,17.6736171163
 04/11  03:00:00,10.225,0,0,17.5877287359
 04/11  04:00:00,9.625,0,0,17.4532337227
 04/11  05:00:00,9.775,0,0,17.365392672
 04/11  06:00:00,10,0,0,20.3657439425
 04/11  07:00:00,10.6875,0.74322432,321072.90624,20.8656901618
 04/11  08:00:00,11.7875,1.48644864,642145.812480001,21.0692981061
 04/11  09:00:00,12.8875,7.06063104,3050192.60928,21.2003831187
 04/11  10:00:00,13.675,7.06063104,3050192.60928,21.3652665357
 04/11  11:00:00,15.275,7.06063104,3050192.60928,21.4624016636
 04/11  12:00:00,16.1,7.06063104,3050192.60928,21.5985969499
 04/11  13:00:00,15.7875,3.7161216,1605364.5312,21.682273012
 04/11  14:00:00,17.2875,7.06063104,3050192.60928,21.8030493541
 04/11  15:00:00,18.675,7.06063104,3050192.60928,21.8852182843
 04/11  16:00:00,20.275,7.06063104,3050192.60928,21.9649662154
 04/11  17:00:00,20.4125,7.06063104,3050192.60928,22.0045728833
 04/11  18:00:00,16.875,5.20257024,2247510.34368,21.9366336763
 04/11  19:00:00,13.9375,2.97289728,1284291.62496,21.7988246222
 04/11  20:00:00,14.3625,2.97289728,1284291.62496,18.2460489996
 04/11  21:00:00,14.625,0.74322432,321072.90624,18.6117398045
