Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 01/04  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/04  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631074.45710413,0.0,1631074.45710413 
 01/04  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631075.94401776,0.0,1631075.94401776 
 01/04  07:00:00,24028712.6961182,0.0,0.0,1980019.30464,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,20544507.9268071,20472507.9268071,72000. 
 01/04  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,29334758.9744107,27703637.8441246,1631121.13028609 
 01/04  09:00:00,42867289.0002837,0.0,7325.34384556852,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,5352962.5474016,3721684.37536252,1631278.17203908 
 01/04  10:00:00,42863471.7434987,0.0,3508.08706053899,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,2045752.55937661,414422.337804881,1631330.22157173 
 01/04  11:00:00,43090674.4666766,0.0,230710.810238431,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631338.11021797,0.0,1631338.11021797 
 01/04  12:00:00,43532341.6595394,0.0,672378.003101277,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631352.85720303,0.0,1631352.85720303 
 01/04  13:00:00,41624957.8966142,0.0,745013.544816031,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631427.64681021,0.0,1631427.64681021 
 01/04  14:00:00,43949923.1358633,0.0,1089959.47942518,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,3190804.96565837,0.0,3190804.96565837 
 01/04  15:00:00,44048476.2109084,0.0,1188512.55447028,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631267.10296296,0.0,1631267.10296296 
 01/04  16:00:00,44161386.1521558,0.0,1301422.4957176,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631262.18117188,0.0,1631262.18117188 
 01/04  17:00:00,47750003.4388176,0.0,744639.782379456,17820173.74176,4145400.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631364.75445926,0.0,1631364.75445926 
 01/04  18:00:00,35317484.8232763,0.0,6875.60395809587,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,1755290.6499103,124078.858809172,1631211.79110113 
 01/04  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,1281527.23108822,1209527.23108822,72000. 
 01/04  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,4162532.24366982,2531386.74069246,1631145.50297736 
 01/04  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,5850913.68722851,4219746.88577857,1631166.80144995 
 01/04  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,8941733.02995167,7310670.16380105,1631062.86615062 
 01/04  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/04  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631019.42680035,0.0,1631019.42680035 
 01/05  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/05  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631112.43971973,0.0,1631112.43971973 
 01/05  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631079.18618437,0.0,1631079.18618437 
 01/05  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/05  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631045.86056311,0.0,1631045.86056311 
 01/05  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631047.4281998,0.0,1631047.4281998 
 01/05  07:00:00,24028712.6961182,0.0,0.0,1980019.30464,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,19871211.7063872,19799211.7063872,72000. 
 01/05  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,28109129.2567801,26478036.4462314,1631092.81054879 
 01/05  09:00:00,42864434.0078994,0.0,4470.35146126164,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,4920683.43750606,3289381.77178296,1631301.66572311 
 01/05  10:00:00,42860812.6233105,0.0,848.966872360029,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,2117653.47310865,486309.458912992,1631344.01419566 
 01/05  11:00:00,42992146.7031557,0.0,132183.046717488,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631353.41674375,0.0,1631353.41674375 
 01/05  12:00:00,43314456.5682438,0.0,454492.911805669,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631365.61535325,0.0,1631365.61535325 
 01/05  13:00:00,40963339.6798432,0.0,83395.3280450666,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631402.7026321,0.0,1631402.7026321 
 01/05  14:00:00,43565325.7527072,0.0,705362.096269004,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,3190767.28532475,0.0,3190767.28532475 
 01/05  15:00:00,43556385.6770221,0.0,696422.020583936,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631312.80858778,0.0,1631312.80858778 
 01/05  16:00:00,43253656.8458449,0.0,393693.189406732,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631307.05420205,0.0,1631307.05420205 
 01/05  17:00:00,47176259.4242799,0.0,170895.767841701,17820173.74176,4145400.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631363.21961227,0.0,1631363.21961227 
 01/05  18:00:00,35311939.0631057,0.0,1329.84378757685,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,264140.421141718,192140.421141718,72000. 
 01/05  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,2491439.0248032,860198.098876867,1631240.92592634 
 01/05  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,3510393.23825068,1879271.61436149,1631121.62388919 
 01/05  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,5261274.66675934,3630125.07487107,1631149.59188827 
 01/05  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,7726100.97461954,6095054.80293825,1631046.17168129 
 01/05  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/05  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631002.99003447,0.0,1631002.99003447 
 01/06  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/06  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631096.32797543,0.0,1631096.32797543 
 01/06  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631063.2038559,0.0,1631063.2038559 
 01/06  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/06  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631030.01696231,0.0,1631030.01696231 
 01/06  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631031.73256525,0.0,1631031.73256525 
 01/06  07:00:00,24028712.6961182,0.0,0.0,1980019.30464,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,14025782.4294402,13953782.4294402,72000. 
 01/06  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,21134945.738754,19503868.3770954,1631077.36165865 
 01/06  09:00:00,42876657.8790591,0.0,16694.2226208971,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,3628560.30550777,1997291.33128017,1631268.97422761 
 01/06  10:00:00,42871640.7727249,0.0,11677.116286737,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1671986.56481329,40656.8352966407,1631329.72951665 
 01/06  11:00:00,43233252.2354917,0.0,373288.579053552,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631339.66681274,0.0,1631339.66681274 
 01/06  12:00:00,43586065.5965168,0.0,726101.940078676,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631353.14340592,0.0,1631353.14340592 
 01/06  13:00:00,41651002.7740463,0.0,771058.422248118,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1631391.62115171,0.0,1631391.62115171 
 01/06  14:00:00,43926378.2584741,0.0,1066414.60203593,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,3190736.98257137,0.0,3190736.98257137 
 01/06  15:00:00,43970841.230958,0.0,1110877.57451983,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631237.48744447,0.0,1631237.48744447 
 01/06  16:00:00,44138759.8673924,0.0,1278796.21095422,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631299.51117951,0.0,1631299.51117951 
 01/06  17:00:00,47834974.269055,0.0,829610.612616855,17820173.74176,4145400.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631338.44646828,0.0,1631338.44646828 
 01/06  18:00:00,35319117.5002622,0.0,8508.28094400663,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,221876.86241144,149876.86241144,72000. 
 01/06  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,2590020.99174961,958781.514255439,1631239.47749418 
 01/06  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,3863337.09327492,2232214.81339409,1631122.27988083 
 01/06  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,5103783.40947873,3472638.41756765,1631144.99191109 
 01/06  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,7335665.20907849,5704623.32715115,1631041.88192734 
 01/06  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/06  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1630998.87634067,0.0,1630998.87634067 
 01/07  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/07  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631092.42932235,0.0,1631092.42932235 
 01/07  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631059.45611659,0.0,1631059.45611659 
 01/07  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/07  05:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631026.42286513,0.0,1631026.42286513 
 01/07  06:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631028.3409365,0.0,1631028.3409365 
 01/07  07:00:00,24028712.6961182,0.0,0.0,1980019.30464,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,20791704.794643,20719704.794643,72000. 
 01/07  08:00:00,17119712.6961182,0.0,0.0,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,31055409.4367283,29424362.084446,1631047.35228222 
 01/07  09:00:00,23059770.6100382,0.0,0.0,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,17525432.5615089,15894241.4234325,1631191.13807637 
 01/07  10:00:00,23061543.3580177,0.0,1772.74797951575,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,10430432.1273977,8799201.23833107,1631230.88906666 
 01/07  11:00:00,23062475.7945369,0.0,2705.18449869288,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,5177691.47205709,5105691.47205709,72000. 
 01/07  12:00:00,23059770.6100382,0.0,0.0,5940057.91392,0.0,9900096.5232,7219616.17290362,1.453846153846154E-005,4591693.64368329,2960483.25139357,1631210.39228972 
 01/07  13:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,5120954.47685713,3489779.39566867,1631175.08118846 
 01/07  14:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,4301977.71926765,2670881.93206063,1631095.78720702 
 01/07  15:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,3869296.88338123,2238176.85396082,1631120.02942041 
 01/07  16:00:00,17119712.6961182,0.0,0.0,2970028.95696,0.0,6930067.56624,7219616.17290362,1.453846153846154E-005,2262884.43201146,2190884.43201146,72000. 
 01/07  17:00:00,21265112.6961182,0.0,0.0,2970028.95696,4145400.,6930067.56624,7219616.17290362,1.453846153846154E-005,4209081.75605724,2577936.34524387,1631145.41081337 
 01/07  18:00:00,22440483.7391582,0.0,0.0,990009.65232,8290800.,5940057.91392,7219616.17290362,1.453846153846154E-005,8072792.15898431,6441682.08178313,1631110.07720119 
 01/07  19:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631090.86793331,0.0,1631090.86793331 
 01/07  20:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/07  21:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631024.97332847,0.0,1631024.97332847 
 01/07  22:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631061.49048905,0.0,1631061.49048905 
 01/07  23:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/07  24:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631015.26666392,0.0,1631015.26666392 
 01/08  01:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  02:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631090.77023463,0.0,1631090.77023463 
 01/08  03:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631039.25719531,0.0,1631039.25719531 
 01/08  04:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  05:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631111.68346345,0.0,1631111.68346345 
 01/08  06:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631101.93331938,0.0,1631101.93331938 
 01/08  07:00:00,13839067.5662545,0.0,0.0,990009.65232,6909000.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  08:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631046.28893807,0.0,1631046.28893807 
 01/08  09:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631061.48077195,0.0,1631061.48077195 
 01/08  10:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  11:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631116.18692943,0.0,1631116.18692943 
 01/08  12:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631047.68877886,0.0,1631047.68877886 
 01/08  13:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  14:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631062.18087141,0.0,1631062.18087141 
 01/08  15:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,1631127.18871507,0.0,1631127.18871507 
 01/08  16:00:00,6930067.56625454,0.0,0.0,990009.65232,0.0,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  17:00:00,11075467.5662545,0.0,0.0,990009.65232,4145400.,5940057.91392,0.0,1.453846153846154E-005,1631065.71418587,0.0,1631065.71418587 
 01/08  18:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  19:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631071.47554213,0.0,1631071.47554213 
 01/08  20:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631019.86526963,0.0,1631019.86526963 
 01/08  21:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/08  22:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631113.99852293,0.0,1631113.99852293 
 01/08  23:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,1631078.18595449,0.0,1631078.18595449 
 01/08  24:00:00,15220867.5662545,0.0,0.0,990009.65232,8290800.,5940057.91392,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/09  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631033.76638866,0.0,1631033.76638866 
 01/09  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631001.38342951,0.0,1631001.38342951 
 01/09  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/09  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631095.27388462,0.0,1631095.27388462 
 01/09  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631062.60251286,0.0,1631062.60251286 
 01/09  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/09  07:00:00,24028712.6961182,0.0,0.0,1980019.30464,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,49187004.4272015,47555917.4117372,1631087.01546426 
 01/09  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,45200828.6302936,43569701.4552462,1631127.17504738 
 01/09  09:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,19185920.6914751,17554616.2776171,1631304.41385798 
 01/09  10:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,11903395.9476185,10272079.3291214,1631316.61849702 
 01/09  11:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,8251329.50854401,6619994.23973457,1631335.26880943 
 01/09  12:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,5813185.50665721,4181928.18896062,1631257.31769659 
 01/09  13:00:00,40879944.3517981,0.0,0.0,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,6201067.82284887,4569623.86407469,1631443.95877418 
 01/09  14:00:00,42863688.0942392,0.0,3724.43780106516,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1937613.97046823,306239.88081609,1631374.08965214 
 01/09  15:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631272.79465365,0.0,1631272.79465365 
 01/09  16:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631206.66973879,0.0,1631206.66973879 
 01/09  17:00:00,47005363.6564382,0.0,0.0,17820173.74176,4145400.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631364.17581258,0.0,1631364.17581258 
 01/09  18:00:00,35310609.2193182,0.0,0.0,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,6793622.48076513,5162372.57950083,1631249.9012643 
 01/09  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,14054358.0187161,12423238.8457455,1631119.17297063 
 01/09  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,16361920.5249846,14730787.2228719,1631133.30211276 
 01/09  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,17648753.1986671,17576753.1986671,72000. 
 01/09  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,19982880.5850158,18351763.0603868,1631117.52462901 
 01/09  23:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631095.89753369,0.0,1631095.89753369 
 01/09  24:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/10  01:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631063.24260126,0.0,1631063.24260126 
 01/10  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631030.65181942,0.0,1631030.65181942 
 01/10  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/10  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1630998.01477695,0.0,1630998.01477695 
 01/10  05:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631092.08761681,0.0,1631092.08761681 
 01/10  06:00:00,18190896.5232145,0.0,0.0,1980019.30464,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 01/10  07:00:00,24028712.6961182,0.0,0.0,1980019.30464,6909000.,7920077.21856,7219616.17290362,1.453846153846154E-005,36714478.2887024,35083361.4541771,1631116.83452521 
 01/10  08:00:00,21079751.3053982,0.0,0.0,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,40435474.5099134,38804316.4702769,1631158.03963652 
 01/10  09:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,12613779.2137684,10982485.6650096,1631293.54875887 
 01/10  10:00:00,42863976.2750412,0.0,4012.61860303356,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,3997579.53849002,2366264.31473447,1631315.22375555 
 01/10  11:00:00,42863768.3250083,0.0,3804.6685701879,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,2054296.35301696,422972.469162573,1631323.88385439 
 01/10  12:00:00,42862802.8040712,0.0,2839.1476330229,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631409.9654654,0.0,1631409.9654654 
 01/10  13:00:00,40943389.7030611,0.0,63445.3512629118,17820173.74176,0.0,15840154.43712,7219616.17290362,1.453846153846154E-005,1757666.36665833,126357.319087449,1631309.04757089 
 01/10  14:00:00,42980143.4817889,0.0,120179.825350785,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631411.48575534,0.0,1631411.48575534 
 01/10  15:00:00,42859963.6564382,0.0,0.0,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631313.91487391,0.0,1631313.91487391 
 01/10  16:00:00,42864775.1282041,0.0,4811.47176593411,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631244.71406851,0.0,1631244.71406851 
 01/10  17:00:00,47005363.6564382,0.0,0.0,17820173.74176,4145400.,17820173.74176,7219616.17290362,1.453846153846154E-005,1631292.36590442,0.0,1631292.36590442 
 01/10  18:00:00,35310609.2193182,0.0,0.0,9900096.5232,8290800.,9900096.5232,7219616.17290362,1.453846153846154E-005,2182306.46956622,551110.028290844,1631196.44127537 
 01/10  19:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,3934043.11293496,2302880.48198445,1631162.6309505 
 01/10  20:00:00,29370551.3053982,0.0,0.0,5940057.91392,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,4976515.3220553,3345342.83466845,1631172.48738685 
 01/10  21:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,4778088.15757904,4706088.15757904,72000. 
 01/10  22:00:00,27390532.0007582,0.0,0.0,3960038.60928,8290800.,7920077.21856,7219616.17290362,1.453846153846154E-005,7944258.23756034,6313221.03659048,1631037.20096985 
